Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
IDA & IBRD total,IBT,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,978035938194.536
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,1820.08119041884
IDA blend,IDB,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
IDA blend,IDB,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
IDA blend,IDB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
IDA blend,IDB,Population density (people per sq. km of land area),EN.POP.DNST,122.556947434418
IDA blend,IDB,"Population, female",SP.POP.TOTL.FE.IN,266142637
IDA blend,IDB,"Population, male",SP.POP.TOTL.MA.IN,271215780
IDA blend,IDB,"Population, total",SP.POP.TOTL,537358412
IDA blend,IDB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1216619446872.95
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,1133.38080942978
IDA only,IDX,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
IDA only,IDX,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
IDA only,IDX,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
IDA only,IDX,Population density (people per sq. km of land area),EN.POP.DNST,51.8462339689072
IDA only,IDX,"Population, female",SP.POP.TOTL.FE.IN,539400930
IDA only,IDX,"Population, male",SP.POP.TOTL.MA.IN,534041859
IDA only,IDX,"Population, total",SP.POP.TOTL,1073442780
IDA only,IDX,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2194655385067.49
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1362.4619822528
IDA total,IDA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
IDA total,IDA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
IDA total,IDA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
IDA total,IDA,Population density (people per sq. km of land area),EN.POP.DNST,64.2037008796322
IDA total,IDA,"Population, female",SP.POP.TOTL.FE.IN,805543567
IDA total,IDA,"Population, male",SP.POP.TOTL.MA.IN,805257639
IDA total,IDA,"Population, total",SP.POP.TOTL,1610801192
IDA total,IDA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,28.3
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,18593071060820.1
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,8182.34473545212
Late-demographic dividend,LTE,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Late-demographic dividend,LTE,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Late-demographic dividend,LTE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Late-demographic dividend,LTE,Population density (people per sq. km of land area),EN.POP.DNST,51.0352542097309
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,1127359879
Late-demographic dividend,LTE,"Population, male",SP.POP.TOTL.MA.IN,1144980344
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2272340223
Late-demographic dividend,LTE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,5285689128986.34
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,8421.1480767647
Latin America & Caribbean,LCN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Latin America & Caribbean,LCN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Latin America & Caribbean,LCN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Latin America & Caribbean,LCN,Population density (people per sq. km of land area),EN.POP.DNST,31.3220948383066
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,317911145
Latin America & Caribbean,LCN,"Population, male",SP.POP.TOTL.MA.IN,309757323
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,627668470
Latin America & Caribbean,LCN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,4.4
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,4499238665636.1
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,7972.03218839112
Latin America & Caribbean (excluding high income),LAC,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Latin America & Caribbean (excluding high income),LAC,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Latin America & Caribbean (excluding high income),LAC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Latin America & Caribbean (excluding high income),LAC,Population density (people per sq. km of land area),EN.POP.DNST,31.4591032354982
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,285928560
Latin America & Caribbean (excluding high income),LAC,"Population, male",SP.POP.TOTL.MA.IN,278449323
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,564377885
Latin America & Caribbean (excluding high income),LAC,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,5051195544946.59
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,8258.06618377098
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population density (people per sq. km of land area),EN.POP.DNST,30.7163878796863
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, female",SP.POP.TOTL.FE.IN,309784674
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, male",SP.POP.TOTL.MA.IN,301883413
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,611668087
Latin America & the Caribbean (IDA & IBRD countries),TLA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,998887073702.864
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,1024.2201901702
Least developed countries: UN classification,LDC,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Least developed countries: UN classification,LDC,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Least developed countries: UN classification,LDC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Least developed countries: UN classification,LDC,Population density (people per sq. km of land area),EN.POP.DNST,47.8112065738296
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,490290880
Least developed countries: UN classification,LDC,"Population, male",SP.POP.TOTL.MA.IN,484975074
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,975265947
Least developed countries: UN classification,LDC,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,26958491510286.9
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,4320.05019272322
Low & middle income,LMY,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Low & middle income,LMY,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Low & middle income,LMY,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST,66.6526143415404
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,3092384143
Low & middle income,LMY,"Population, male",SP.POP.TOTL.MA.IN,3147934917
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6240319049
Low & middle income,LMY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,12.5
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,446660010134.803
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,747.318624124845
Low income,LIC,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Low income,LIC,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Low income,LIC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Low income,LIC,Population density (people per sq. km of land area),EN.POP.DNST,40.5337596671027
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,299441024
Low income,LIC,"Population, male",SP.POP.TOTL.MA.IN,298242478
Low income,LIC,"Population, total",SP.POP.TOTL,597683499
Low income,LIC,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,44.6
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,6004441275215.17
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2037.7253258969
Lower middle income,LMC,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Lower middle income,LMC,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Lower middle income,LMC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,122.670969693588
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,1450747932
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,1495891253
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2946639176
Lower middle income,LMC,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,15.9
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,3213373155791.61
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,7158.04976899796
Middle East & North Africa,MEA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Middle East & North Africa,MEA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Middle East & North Africa,MEA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Middle East & North Africa,MEA,Population density (people per sq. km of land area),EN.POP.DNST,39.9985288703513
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,216061701
Middle East & North Africa,MEA,"Population, male",SP.POP.TOTL.MA.IN,232855706
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,448917409
Middle East & North Africa,MEA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,6
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1475844921098.02
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,3832.82048502443
Middle East & North Africa (excluding high income),MNA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Middle East & North Africa (excluding high income),MNA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Middle East & North Africa (excluding high income),MNA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Middle East & North Africa (excluding high income),MNA,Population density (people per sq. km of land area),EN.POP.DNST,44.5608809260037
Middle East & North Africa (excluding high income),MNA,"Population, female",SP.POP.TOTL.FE.IN,190497484
Middle East & North Africa (excluding high income),MNA,"Population, male",SP.POP.TOTL.MA.IN,194557054
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,385054538
Middle East & North Africa (excluding high income),MNA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1460439521098.02
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,3836.32168882378
Middle East & North Africa (IDA & IBRD countries),TMN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Middle East & North Africa (IDA & IBRD countries),TMN,Population density (people per sq. km of land area),EN.POP.DNST,44.0862082283303
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, female",SP.POP.TOTL.FE.IN,188304102
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, male",SP.POP.TOTL.MA.IN,192383348
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,380687450
Middle East & North Africa (IDA & IBRD countries),TMN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,26514494477467.7
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,4698.95569942803
Middle income,MIC,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Middle income,MIC,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Middle income,MIC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,71.5351569310652
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,2792943119
Middle income,MIC,"Population, male",SP.POP.TOTL.MA.IN,2849692439
Middle income,MIC,"Population, total",SP.POP.TOTL,5642635550
Middle income,MIC,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,20230005494907.4
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,56312.4348848537
North America,NAC,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
North America,NAC,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
North America,NAC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,19.8335188348034
North America,NAC,"Population, female",SP.POP.TOTL.FE.IN,181449436
North America,NAC,"Population, male",SP.POP.TOTL.MA.IN,177796360
North America,NAC,"Population, total",SP.POP.TOTL,359245796
North America,NAC,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,..
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Not classified,INX,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Not classified,INX,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Not classified,INX,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Not classified,INX,Population density (people per sq. km of land area),EN.POP.DNST,..
Not classified,INX,"Population, female",SP.POP.TOTL.FE.IN,..
Not classified,INX,"Population, male",SP.POP.TOTL.MA.IN,..
Not classified,INX,"Population, total",SP.POP.TOTL,..
Not classified,INX,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,48350692190870
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,36115.1930669069
OECD members,OED,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
OECD members,OED,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
OECD members,OED,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
OECD members,OED,Population density (people per sq. km of land area),EN.POP.DNST,37.7022700603633
OECD members,OED,"Population, female",SP.POP.TOTL.FE.IN,679873133
OECD members,OED,"Population, male",SP.POP.TOTL.MA.IN,658917775
OECD members,OED,"Population, total",SP.POP.TOTL,1338790910
OECD members,OED,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,366414818900.209
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,12088.9097712616
Other small states,OSS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Other small states,OSS,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Other small states,OSS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Other small states,OSS,Population density (people per sq. km of land area),EN.POP.DNST,14.9187525933087
Other small states,OSS,"Population, female",SP.POP.TOTL.FE.IN,14337612
Other small states,OSS,"Population, male",SP.POP.TOTL.MA.IN,15972387
Other small states,OSS,"Population, total",SP.POP.TOTL,30309997
Other small states,OSS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,9504027215.73989
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,3866.86186006748
Pacific island small states,PSS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Pacific island small states,PSS,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Pacific island small states,PSS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Pacific island small states,PSS,Population density (people per sq. km of land area),EN.POP.DNST,38.283707165109
Pacific island small states,PSS,"Population, female",SP.POP.TOTL.FE.IN,1214287
Pacific island small states,PSS,"Population, male",SP.POP.TOTL.MA.IN,1243527
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2457814
Pacific island small states,PSS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,45583281100458.6
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,41363.385868283
Post-demographic dividend,PST,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Post-demographic dividend,PST,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Post-demographic dividend,PST,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,35.1564618590872
Post-demographic dividend,PST,"Population, female",SP.POP.TOTL.FE.IN,561575855
Post-demographic dividend,PST,"Population, male",SP.POP.TOTL.MA.IN,540444204
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1102020063
Post-demographic dividend,PST,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1223274837744.55
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1388.67825973899
Pre-demographic dividend,PRE,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Pre-demographic dividend,PRE,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Pre-demographic dividend,PRE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Pre-demographic dividend,PRE,Population density (people per sq. km of land area),EN.POP.DNST,43.3750441480818
Pre-demographic dividend,PRE,"Population, female",SP.POP.TOTL.FE.IN,441383208
Pre-demographic dividend,PRE,"Population, male",SP.POP.TOTL.MA.IN,439508269
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,880891473
Pre-demographic dividend,PRE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,447159100959.93
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,11169.7393118569
Small states,SST,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Small states,SST,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Small states,SST,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,16.0086163150547
Small states,SST,"Population, female",SP.POP.TOTL.FE.IN,19226159
Small states,SST,"Population, male",SP.POP.TOTL.MA.IN,20806925
Small states,SST,"Population, total",SP.POP.TOTL,40033083
Small states,SST,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,3010885154564.81
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,1675.43875197015
South Asia,SAS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
South Asia,SAS,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
South Asia,SAS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,376.732390149842
South Asia,SAS,"Population, female",SP.POP.TOTL.FE.IN,875300960
South Asia,SAS,"Population, male",SP.POP.TOTL.MA.IN,921771691
South Asia,SAS,"Population, total",SP.POP.TOTL,1797072648
South Asia,SAS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,15.8
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,3010885154564.81
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1675.43875197015
South Asia (IDA & IBRD),TSA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
South Asia (IDA & IBRD),TSA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
South Asia (IDA & IBRD),TSA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,376.732390149842
South Asia (IDA & IBRD),TSA,"Population, female",SP.POP.TOTL.FE.IN,875300960
South Asia (IDA & IBRD),TSA,"Population, male",SP.POP.TOTL.MA.IN,921771691
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1797072648
South Asia (IDA & IBRD),TSA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1582166358879.25
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1526.95769331624
Sub-Saharan Africa,SSF,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Sub-Saharan Africa,SSF,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Sub-Saharan Africa,SSF,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,43.3703314069306
Sub-Saharan Africa,SSF,"Population, female",SP.POP.TOTL.FE.IN,520367834
Sub-Saharan Africa,SSF,"Population, male",SP.POP.TOTL.MA.IN,515788160
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1036155989
Sub-Saharan Africa,SSF,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,37.3
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1580707404805.94
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1525.6890557515
Sub-Saharan Africa (excluding high income),SSA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
