,Laureate_ID,Full_Name,Birth_Date,Sex,Organization_Name,Organization_Country,Organization_City,Organization
909,811,Mario R. Capecchi,1937-10-06,Male,University of Utah,United States of America,"Salt Lake City, UT",1
910,811,Mario R. Capecchi,1937-10-06,Male,Howard Hughes Medical Institute,,,1
911,811,Mario R. Capecchi,1937-10-06,Male,University of Utah,United States of America,"Salt Lake City, UT",1
912,811,Mario R. Capecchi,1937-10-06,Male,Howard Hughes Medical Institute,,,1
913,812,Sir Martin J. Evans,1941-01-01,Male,Cardiff University,United Kingdom,Cardiff,1
914,813,Oliver Smithies,1925-06-23,Male,University of North Carolina,United States of America,"Chapel Hill, NC",1
915,818,Intergovernmental Panel on Climate Change (IPCC),,,,,,0
916,819,Albert Arnold (Al) Gore Jr.,1948-03-31,Male,,,,0
917,814,Albert Fert,1938-03-07,Male,Universit&eacute; Paris-Sud,France,Orsay,1
918,814,Albert Fert,1938-03-07,Male,Unit&eacute; Mixte de Physique CNRS/THALES,France,Orsay,1
919,814,Albert Fert,1938-03-07,Male,Universit&eacute; Paris-Sud,France,Orsay,1
920,814,Albert Fert,1938-03-07,Male,Unit&eacute; Mixte de Physique CNRS/THALES,France,Orsay,1
921,815,Peter Grünberg,1939-05-18,Male,Forschungszentrum J&uuml;lich,Germany,J&uuml;lich,1
922,829,Osamu Shimomura,1928-08-27,Male,Marine Biological Laboratory (MBL),United States of America,"Woods Hole, MA",1
923,829,Osamu Shimomura,1928-08-27,Male,Boston University Medical School,United States of America,"Massachusetts, MA",1
924,829,Osamu Shimomura,1928-08-27,Male,Marine Biological Laboratory (MBL),United States of America,"Woods Hole, MA",1
925,829,Osamu Shimomura,1928-08-27,Male,Boston University Medical School,United States of America,"Massachusetts, MA",1
926,830,Martin Chalfie,1947-01-15,Male,Columbia University,United States of America,"New York, NY",1
927,831,Roger Y. Tsien,1952-02-01,Male,University of California,United States of America,"San Diego, CA",1
928,831,Roger Y. Tsien,1952-02-01,Male,Howard Hughes Medical Institute,,,1
929,831,Roger Y. Tsien,1952-02-01,Male,University of California,United States of America,"San Diego, CA",1
930,831,Roger Y. Tsien,1952-02-01,Male,Howard Hughes Medical Institute,,,1
931,834,Paul Krugman,1953-02-28,Male,Princeton University,United States of America,"Princeton, NJ",1
932,832,Jean-Marie Gustave Le Clézio,1940-04-13,Male,,,,0
933,823,Harald zur Hausen,1936-03-11,Male,German Cancer Research Center,Germany,Heidelberg,1
934,824,Françoise Barré-Sinoussi,1947-07-30,Female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",France,Paris,1
935,825,Luc Montagnier,1932-08-18,Male,World Foundation for AIDS Research and Prevention,France,Paris,1
936,833,Martti Ahtisaari,1937-06-23,Male,,,,0
937,826,Yoichiro Nambu,1921-01-18,Male,"Enrico Fermi Institute, University of Chicago",United States of America,"Chicago, IL",1
938,827,Makoto Kobayashi,1944-04-07,Male,High Energy Accelerator Research Organization (KEK),Japan,Tsukuba,1
939,828,Toshihide Maskawa,1940-02-07,Male,Kyoto Sangyo University,Japan,Kyoto,1
940,828,Toshihide Maskawa,1940-02-07,Male,"Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Japan,Kyoto,1
941,828,Toshihide Maskawa,1940-02-07,Male,Kyoto Sangyo University,Japan,Kyoto,1
942,828,Toshihide Maskawa,1940-02-07,Male,"Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Japan,Kyoto,1
943,841,Venkatraman Ramakrishnan,,Male,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1
944,842,Thomas A. Steitz,1940-08-23,Male,Yale University,United States of America,"New Haven, CT",1
945,842,Thomas A. Steitz,1940-08-23,Male,Howard Hughes Medical Institute,,,1
946,842,Thomas A. Steitz,1940-08-23,Male,Yale University,United States of America,"New Haven, CT",1
947,842,Thomas A. Steitz,1940-08-23,Male,Howard Hughes Medical Institute,,,1
948,843,Ada E. Yonath,1939-06-22,Female,Weizmann Institute of Science,Israel,Rehovot,1
949,846,Elinor Ostrom,1933-08-07,Female,Indiana University,United States of America,"Bloomington, IN",1
950,846,Elinor Ostrom,1933-08-07,Female,Arizona State University,United States of America,"Tempe, AZ",1
951,846,Elinor Ostrom,1933-08-07,Female,Indiana University,United States of America,"Bloomington, IN",1
952,846,Elinor Ostrom,1933-08-07,Female,Arizona State University,United States of America,"Tempe, AZ",1
953,847,Oliver E. Williamson,1932-09-27,Male,University of California,United States of America,"Berkeley, CA",1
954,844,Herta Müller,1953-08-17,Female,,,,0
955,835,Elizabeth H. Blackburn,1948-11-26,Female,University of California,United States of America,"San Francisco, CA",1
956,836,Carol W. Greider,1961-04-15,Female,Johns Hopkins University School of Medicine,United States of America,"Baltimore, MD",1
957,837,Jack W. Szostak,1952-11-09,Male,Harvard Medical School,United States of America,"Boston, MA",1
958,837,Jack W. Szostak,1952-11-09,Male,Massachusetts General Hospital,United States of America,"Boston, MA",1
959,837,Jack W. Szostak,1952-11-09,Male,Howard Hughes Medical Institute,,,1
960,837,Jack W. Szostak,1952-11-09,Male,Harvard Medical School,United States of America,"Boston, MA",1
961,837,Jack W. Szostak,1952-11-09,Male,Massachusetts General Hospital,United States of America,"Boston, MA",1
962,837,Jack W. Szostak,1952-11-09,Male,Howard Hughes Medical Institute,,,1
963,837,Jack W. Szostak,1952-11-09,Male,Harvard Medical School,United States of America,"Boston, MA",1
964,837,Jack W. Szostak,1952-11-09,Male,Massachusetts General Hospital,United States of America,"Boston, MA",1
965,837,Jack W. Szostak,1952-11-09,Male,Howard Hughes Medical Institute,,,1
966,845,Barack H. Obama,1961-08-04,Male,,,,0
967,838,Charles Kuen Kao,1933-11-04,Male,Standard Telecommunication Laboratories,United Kingdom,Harlow,1
968,838,Charles Kuen Kao,1933-11-04,Male,Chinese University of Hong Kong,China,Hong Kong,1
969,838,Charles Kuen Kao,1933-11-04,Male,Standard Telecommunication Laboratories,United Kingdom,Harlow,1
970,838,Charles Kuen Kao,1933-11-04,Male,Chinese University of Hong Kong,China,Hong Kong,1
971,839,Willard S. Boyle,1924-08-19,Male,Bell Laboratories,United States of America,"Murray Hill, NJ",1
972,840,George E. Smith,1930-05-10,Male,Bell Laboratories,United States of America,"Murray Hill, NJ",1
973,851,Richard F. Heck,1931-08-15,Male,University of Delaware,United States of America,,1
974,852,Ei-ichi Negishi,1935-07-14,Male,Purdue University,United States of America,"West Lafayette, IN",1
975,853,Akira Suzuki,1930-09-12,Male,Hokkaido University,Japan,Sapporo,1
976,856,Peter A. Diamond,1940-04-29,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
977,857,Dale T. Mortensen,1939-02-02,Male,Northwestern University,United States of America,"Evanston, IL",1
978,857,Dale T. Mortensen,1939-02-02,Male,Aarhus University,Denmark,Aarhus,1
979,857,Dale T. Mortensen,1939-02-02,Male,Northwestern University,United States of America,"Evanston, IL",1
980,857,Dale T. Mortensen,1939-02-02,Male,Aarhus University,Denmark,Aarhus,1
981,858,Christopher A. Pissarides,1948-02-20,Male,London School of Economics and Political Science,United Kingdom,London,1
982,854,Mario Vargas Llosa,1936-03-28,Male,,,,0
983,848,Robert G. Edwards,1925-09-27,Male,University of Cambridge,United Kingdom,Cambridge,1
984,855,Liu Xiaobo,1955-12-28,Male,,,,0
985,849,Andre Geim,1958-10-21,Male,University of Manchester,United Kingdom,Manchester,1
986,850,Konstantin Novoselov,1974-08-23,Male,University of Manchester,United Kingdom,Manchester,1
987,867,Dan Shechtman,1941-01-24,Male,Technion - Israel Institute of Technology,Israel,Haifa,1
988,872,Thomas J. Sargent,1943-07-19,Male,New York University,United States of America,"New York, NY",1
989,873,Christopher A. Sims,1942-10-21,Male,Princeton University,United States of America,"Princeton, NJ",1
990,868,Tomas Tranströmer,1931-04-15,Male,,,,0
991,861,Bruce A. Beutler,1957-12-29,Male,University of Texas Southwestern Medical Center at Dallas,United States of America,"Dallas, TX",1
992,861,Bruce A. Beutler,1957-12-29,Male,The Scripps Research Institute,United States of America,"La Jolla, CA",1
993,861,Bruce A. Beutler,1957-12-29,Male,University of Texas Southwestern Medical Center at Dallas,United States of America,"Dallas, TX",1
994,861,Bruce A. Beutler,1957-12-29,Male,The Scripps Research Institute,United States of America,"La Jolla, CA",1
995,862,Jules A. Hoffmann,1941-08-02,Male,University of Strasbourg,France,Strasbourg,1
996,863,Ralph M. Steinman,1943-01-14,Male,Rockefeller University,United States of America,"New York, NY",1
997,869,Ellen Johnson Sirleaf,1938-10-29,Female,,,,0
998,870,Leymah Gbowee,1972-02-01,Female,,,,0
999,871,Tawakkol Karman,1979-02-07,Female,,,,0
1000,864,Saul Perlmutter,,Male,Lawrence Berkeley National Laboratory,United States of America,"Berkeley, CA",1
1001,864,Saul Perlmutter,,Male,University of California,United States of America,"Berkeley, CA",1
1002,864,Saul Perlmutter,,Male,Lawrence Berkeley National Laboratory,United States of America,"Berkeley, CA",1
1003,864,Saul Perlmutter,,Male,University of California,United States of America,"Berkeley, CA",1
1004,865,Brian P. Schmidt,1967-02-24,Male,Australian National University,Australia,Weston Creek,1
1005,866,Adam G. Riess,1969-12-16,Male,Johns Hopkins University,United States of America,"Baltimore, MD",1
1006,866,Adam G. Riess,1969-12-16,Male,Space Telescope Science Institute,United States of America,"Baltimore, MD",1
1007,866,Adam G. Riess,1969-12-16,Male,Johns Hopkins University,United States of America,"Baltimore, MD",1
1008,866,Adam G. Riess,1969-12-16,Male,Space Telescope Science Institute,United States of America,"Baltimore, MD",1
1009,878,Robert J. Lefkowitz,1943-04-15,Male,Howard Hughes Medical Institute,,,1
1010,878,Robert J. Lefkowitz,1943-04-15,Male,Duke University Medical Center,United States of America,"Durham, NC",1
1011,878,Robert J. Lefkowitz,1943-04-15,Male,Howard Hughes Medical Institute,,,1
1012,878,Robert J. Lefkowitz,1943-04-15,Male,Duke University Medical Center,United States of America,"Durham, NC",1
1013,879,Brian K. Kobilka,1955-05-30,Male,Stanford University School of Medicine,United States of America,"Stanford, CA",1
1014,882,Alvin E. Roth,1951-12-18,Male,Harvard University,United States of America,"Cambridge, MA",1
1015,882,Alvin E. Roth,1951-12-18,Male,Harvard Business School,United States of America,"Boston, MA",1
1016,882,Alvin E. Roth,1951-12-18,Male,Harvard University,United States of America,"Cambridge, MA",1
1017,882,Alvin E. Roth,1951-12-18,Male,Harvard Business School,United States of America,"Boston, MA",1
1018,883,Lloyd S. Shapley,1923-06-02,Male,University of California,United States of America,"Los Angeles, CA",1
1019,880,Mo Yan,1955-02-02,Male,,,,0
1020,874,Sir John B. Gurdon,1933-10-02,Male,Gurdon Institute,United Kingdom,Cambridge,1
1021,875,Shinya Yamanaka,1962-09-04,Male,Kyoto University,Japan,Kyoto,1
1022,875,Shinya Yamanaka,1962-09-04,Male,Gladstone Institutes,United States of America,"San Francisco, CA",1
1023,875,Shinya Yamanaka,1962-09-04,Male,Kyoto University,Japan,Kyoto,1
1024,875,Shinya Yamanaka,1962-09-04,Male,Gladstone Institutes,United States of America,"San Francisco, CA",1
1025,881,European Union (EU),,,,,,0
1026,876,Serge Haroche,1944-09-11,Male,Collège de France,France,Paris,1
1027,876,Serge Haroche,1944-09-11,Male,École Normale Supérieure,France,Paris,1
1028,876,Serge Haroche,1944-09-11,Male,Collège de France,France,Paris,1
1029,876,Serge Haroche,1944-09-11,Male,École Normale Supérieure,France,Paris,1
1030,877,David J. Wineland,1944-02-24,Male,National Institute of Standards and Technology,United States of America,"Boulder, CO",1
1031,877,David J. Wineland,1944-02-24,Male,University of Colorado,United States of America,"Boulder, CO",1
1032,877,David J. Wineland,1944-02-24,Male,National Institute of Standards and Technology,United States of America,"Boulder, CO",1
1033,877,David J. Wineland,1944-02-24,Male,University of Colorado,United States of America,"Boulder, CO",1
1034,889,Martin Karplus,1930-03-15,Male,Université de Strasbourg,France,Strasbourg,1
1035,889,Martin Karplus,1930-03-15,Male,Harvard University,United States of America,"Cambridge, MA",1
1036,889,Martin Karplus,1930-03-15,Male,Université de Strasbourg,France,Strasbourg,1
1037,889,Martin Karplus,1930-03-15,Male,Harvard University,United States of America,"Cambridge, MA",1
1038,890,Michael Levitt,1947-05-09,Male,Stanford University School of Medicine,United States of America,"Stanford, CA",1
1039,891,Arieh Warshel,1940-11-20,Male,University of Southern California,United States of America,"Los Angeles, CA",1
1040,894,Eugene F. Fama,1939-02-14,Male,University of Chicago,United States of America,"Chicago, IL",1
1041,895,Lars Peter Hansen,1952-10-26,Male,University of Chicago,United States of America,"Chicago, IL",1
1042,896,Robert J. Shiller,1946-03-29,Male,Yale University,United States of America,"New Haven, CT",1
1043,892,Alice Munro,1931-07-10,Female,,,,0
1044,884,James E. Rothman,1950-11-03,Male,Yale University,United States of America,"New Haven, CT",1
1045,885,Randy W. Schekman,1948-12-30,Male,University of California,United States of America,"Berkeley, CA",1
1046,885,Randy W. Schekman,1948-12-30,Male,Howard Hughes Medical Institute,,,1
1047,885,Randy W. Schekman,1948-12-30,Male,University of California,United States of America,"Berkeley, CA",1
1048,885,Randy W. Schekman,1948-12-30,Male,Howard Hughes Medical Institute,,,1
1049,886,Thomas C. Südhof,1955-12-22,Male,Stanford University,United States of America,"Stanford, CA",1
1050,886,Thomas C. Südhof,1955-12-22,Male,Howard Hughes Medical Institute,,,1
1051,886,Thomas C. Südhof,1955-12-22,Male,Stanford University,United States of America,"Stanford, CA",1
1052,886,Thomas C. Südhof,1955-12-22,Male,Howard Hughes Medical Institute,,,1
1053,893,Organisation for the Prohibition of Chemical Weapons (OPCW),,,,,,0
1054,887,François Englert,1932-11-06,Male,Université Libre de Bruxelles,Belgium,Brussels,1
1055,888,Peter W. Higgs,1929-05-29,Male,University of Edinburgh,United Kingdom,Edinburgh,1
1056,909,Eric Betzig,1960-01-13,Male,"Janelia Research Campus, Howard Hughes Medical Institute",United States of America,"Ashburn, VA",1
1057,910,Stefan W. Hell,1962-12-23,Male,Max Planck Institute for Biophysical Chemistry,Germany,Göttingen,1
1058,910,Stefan W. Hell,1962-12-23,Male,German Cancer Research Center,Germany,Heidelberg,1
1059,910,Stefan W. Hell,1962-12-23,Male,Max Planck Institute for Biophysical Chemistry,Germany,Göttingen,1
1060,910,Stefan W. Hell,1962-12-23,Male,German Cancer Research Center,Germany,Heidelberg,1
1061,911,William E. Moerner,1953-06-24,Male,Stanford University,United States of America,"Stanford, CA",1
1062,915,Jean Tirole,1953-08-09,Male,Toulouse School of Economics (TSE),France,Toulouse,1
1063,912,Patrick Modiano,1945-07-30,Male,,,,0
1064,903,John O'Keefe,1939-11-18,Male,University College,United Kingdom,London,1
1065,904,May-Britt Moser,1963-01-04,Female,Norwegian University of Science and Technology (NTNU),Norway,Trondheim,1
1066,905,Edvard I. Moser,1962-04-27,Male,Norwegian University of Science and Technology (NTNU),Norway,Trondheim,1
1067,913,Kailash Satyarthi,1954-01-11,Male,,,,0
1068,914,Malala Yousafzai,1997-07-12,Female,,,,0
1069,906,Isamu Akasaki,1929-01-30,Male,Meijo University,Japan,Nagoya,1
1070,906,Isamu Akasaki,1929-01-30,Male,Nagoya University,Japan,Nagoya,1
1071,906,Isamu Akasaki,1929-01-30,Male,Meijo University,Japan,Nagoya,1
1072,906,Isamu Akasaki,1929-01-30,Male,Nagoya University,Japan,Nagoya,1
1073,907,Hiroshi Amano,1960-09-11,Male,Nagoya University,Japan,Nagoya,1
1074,908,Shuji Nakamura,1954-05-22,Male,University of California,United States of America,"Santa Barbara, CA",1
1075,921,Tomas Lindahl,1938-01-28,Male,Francis Crick Institute,United Kingdom,Hertfordshire,1
1076,921,Tomas Lindahl,1938-01-28,Male,Clare Hall Laboratory,United Kingdom,Hertfordshire,1
1077,921,Tomas Lindahl,1938-01-28,Male,Francis Crick Institute,United Kingdom,Hertfordshire,1
1078,921,Tomas Lindahl,1938-01-28,Male,Clare Hall Laboratory,United Kingdom,Hertfordshire,1
1079,922,Paul Modrich,1946-06-13,Male,Howard Hughes Medical Institute,United States of America,"Durham, NC",1
1080,922,Paul Modrich,1946-06-13,Male,Duke University School of Medicine,United States of America,"Durham, NC",1
1081,922,Paul Modrich,1946-06-13,Male,Howard Hughes Medical Institute,United States of America,"Durham, NC",1
1082,922,Paul Modrich,1946-06-13,Male,Duke University School of Medicine,United States of America,"Durham, NC",1
1083,923,Aziz Sancar,1946-09-08,Male,University of North Carolina,United States of America,"Chapel Hill, NC",1
1084,926,Angus Deaton,1945-10-19,Male,Princeton University,United States of America,"Princeton, NJ",1
1085,924,Svetlana Alexievich,1948-05-31,Female,,,,0
1086,916,William C. Campbell,1930-06-28,Male,Drew University,United States of America,"Madison, NJ",1
1087,917,Satoshi Ōmura,1935-07-12,Male,Kitasato University,Japan,Tokyo,1
1088,918,Youyou Tu,1930-12-30,Female,China Academy of Traditional Chinese Medicine,China,Beijing,1
1089,925,National Dialogue Quartet,,,,,,0
1090,919,Takaaki Kajita,1959-03-09,Male,University of Tokyo,Japan,Kashiwa,1
1091,920,Arthur B. McDonald,1943-08-29,Male,Queen's University,Canada,Kingston,1
1092,931,Jean-Pierre Sauvage,1944-10-21,Male,University of Strasbourg,France,Strasbourg,1
1093,932,Sir J. Fraser Stoddart,1942-05-24,Male,Northwestern University,United States of America,"Evanston, IL",1
1094,933,Bernard L. Feringa,1951-05-18,Male,University of Groningen,Netherlands,Groningen,1
1095,935,Oliver Hart,1948-10-09,Male,Harvard University,United States of America,"Cambridge, MA",1
1096,936,Bengt Holmström,1949-04-18,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
1097,937,Bob Dylan,1941-05-24,Male,,,,0
1098,927,Yoshinori Ohsumi,1945-02-09,Male,Tokyo Institute of Technology,Japan,Tokyo,1
1099,934,Juan Manuel Santos,1951-08-10,Male,,,,0
1100,928,David J. Thouless,1934-09-21,Male,University of Washington,United States of America,"Seattle, WA",1
1101,929,F. Duncan M. Haldane,1951-09-14,Male,Princeton University,United States of America,"Princeton, NJ",1
1102,930,J. Michael Kosterlitz,1943-06-22,Male,Brown University,United States of America,"Providence, RI",1
